id,text,amr,ground_truth,response_final,pred,response_final_amr,pred_amr,label_direct,label_amr,did_llm_failed,helpfulness
logic_train_0560,There's no way you know this - you're clearly too young to understand!,"(p / possible-01~2
    :ARG1 (k / know-01~5
        :ARG0 (y / you~4)
        :ARG1 (t / this~6))
    :ARG1-of (c / cause-01~7
        :ARG0 (y2 / young~12
            :ARG1-of (c2 / clear-06~10)
            :ARG2-of (h / have-degree-91~11
                :ARG1 c2
                :ARG3 (t2 / too~11)
                :ARG6 (u / understand-01~14
                    :ARG0 y))))
    :polarity -~2)
",ad hominem,"The fallacy present in the text is ""Ad Hominem.""",ad hominem,"The fallacy type present in the text is Ad Hominem. This fallacy occurs when someone attacks the person making an argument rather than addressing the argument itself. In this case, the speaker dismiss",ad hominem,1,1,0,0
logic_train_0561,Mrs. Sedik really knows math; she would be an excellent math instructor.,"(m2 / multi-sentence~1
    :snt1 (k / know-03~4
        :ARG0 (p / person~0
            :name (n / name~0
                :op1 ""Mrs.""~0
                :op2 ""Sedik""~2))
        :ARG1 (m / mathematics~5)
        :ARG1-of (r / real-04~3))
    :snt2 (e / excellent-02~11
        :ARG1 m
        :ARG2 (p2 / person~13
            :ARG0-of (i / instruct-01~13
                :ARG1 m))))
",fallacy of logic,The fallacy present in the text is the Fallacy of Credibility.,fallacy of credibility,"Based on the given text and its AMR, there is no clear presence of any logical fallacy. The text simply states that Mrs. Sedik knows math and would be an excellent math instructor.",,0,0,1,0
logic_train_0562,"""I asked my five closest friends and they all agree that the new Underwater Basketweaving Team Coach is a jerk, therefore I'm not trying out for the team"" IS an example of THIS fallacy.","(e / exemplify-01~34
    :ARG0 (a2 / and~7
        :op1 (a3 / ask-01~2
            :ARG0 (i / i~1)
            :ARG1 (p / person~6
                :quant 5~4
                :ARG0-of (h2 / have-rel-role-91~6
                    :ARG1 i
                    :ARG2 (f2 / friend~6
                        :ARG1-of (c2 / close-13~5
                            :ARG2-of (h / have-degree-91~5
                                :ARG1 f2
                                :ARG3 (m / most~5)))))))
        :op2 (a / agree-01~10
            :ARG0 p
            :ARG1 (j / jerk~20
                :ARG0-of (c / cause-01~22
                    :ARG1 (t3 / try-out-05~26
                        :ARG0 (t / team~16
                            :name (n / name~16
                                :op1 ""Underwater""~14
                                :op2 ""Basketweaving""~15
                                :op3 ""Team""~16))
                        :ARG2 t
                        :polarity -~25))
                :domain (p2 / person~17
                    :ARG0-of (c3 / coach-01~17
                        :ARG1 t)
                    :ARG1-of (n2 / new-01~13)))))
    :ARG1 (f / fallacy~37
        :mod (t2 / this~36)))
",faulty generalization,The fallacy type present in the text is Ad Populum.,ad populum,The fallacy type present in the text is Ad Populum.,ad populum,0,0,1,0
logic_train_0563,"Dr. X is an engineer, and he doesn’t believe in global warming.","(a / and~7
    :op1 (e / engineer-01~5
        :ARG0 (d / doctor~0
            :name (n / name~0
                :op1 ""X""~2)))
    :op2 (b / believe-01~10
        :ARG0 d
        :ARG1 (w / warm-01~13
            :ARG1 (g / globe~12))
        :polarity -~9))
",fallacy of credibility,The fallacy present in the text is an Ad Hominem fallacy.,ad hominem,The fallacy type present in the text is the Fallacy of Credibility. This fallacy occurs when someone's credibility or expertise in one area is used to support their beliefs or claims in another,fallacy of credibility,0,1,1,1
logic_train_0564,Decriminalizing marijuana turns the U.S. into a stoner nation,"(t / turn-02~2
    :ARG0 (l / legalize-01~0
        :ARG1 (m / marijuana~1))
    :ARG1 (c / country~4
        :name (n / name~4
            :op1 ""U.S.""~4))
    :ARG2 (n2 / nation~8
        :mod (s / stoner~7)))
",faulty generalization,"The fallacy type present in the text is an example of the ""Faulty Generalization"" fallacy. This is because the statement ""Decriminalizing marijuana turns the U.S. into a st",faulty generalization,"The fallacy type present in the text is a Faulty Generalization. This is because the statement ""Decriminalizing marijuana turns the U.S. into a stoner nation"" makes a broad general",faulty generalization,1,1,0,0
logic_train_0565,"""When my parents talk to me about how important it is to learn a second language, I remind them they didn't learn another language.","(r / remind-01~19
    :ARG0 (i / i~18)
    :ARG1 (l4 / learn-01~24
        :ARG0 (p2 / person~3
            :ARG0-of (h / have-rel-role-91~3
                :ARG2 (p / parent~3)
                :ARG2 i))
        :ARG1 (l2 / language~26
            :mod (a / another~25))
        :polarity -~23)
    :ARG2 p2
    :time (t / talk-01~4
        :ARG0 p2
        :ARG1 (i2 / important-01~9
            :ARG1 (l3 / learn-01~13
                :ARG1 (l / language~16
                    :ord (o / ordinal-entity~15
                        :value 2~15))))))
",circular reasoning,The fallacy present in the text is a form of the Ad Hominem fallacy. The speaker is attacking the credibility or personal characteristics of their parents rather than addressing the argument itself.,ad hominem,The fallacy type present in the text is the False Dilemma fallacy.,false dilemma,0,0,1,0
logic_train_0566,"People generally like to walk on the beach. Beaches have sand. Therefore, having sand floors in homes would be a great idea!","(m / multi-sentence~8
    :snt1 (l / like-01~2
        :ARG0 (p / person~0)
        :ARG1 (w / walk-01~4
            :ARG0 p
            :ARG2 (b / beach~7))
        :ARG1-of (g / general-02~1))
    :snt2 (h / have-03~10
        :ARG0 (b2 / beach~9)
        :ARG0-of (c / cause-01~13
            :ARG1 (i / idea~24
                :domain (h2 / have-03~15
                    :ARG1 (f / floor~17
                        :consist-of (s2 / sand~16))
                    :location (h3 / home~19))
                :mod (g2 / great~23)))
        :ARG1 (s / sand~11)))
",fallacy of logic,The fallacy present in the text is a Faulty Generalization.,faulty generalization,"The fallacy type present in the text is Faulty Generalization. The text makes a generalization that because people generally like to walk on the beach and beaches have sand, having sand floors in homes",faulty generalization,0,0,1,0
logic_train_0567,"Look, it doesn't matter whether or not you think America should build a wall on the border. The President thinks America should do it, so it's a good idea.","(m2 / multi-sentence~19
    :rel (r2 / recommend-01~24
        :ARG1 (d / do-02~25
            :ARG0 (c3 / country~23
                :name (n2 / name~23
                    :op1 ""America""~23)
                :ARG1 r2)
            :ARG1 (i2 / it~26)))
    :snt1 (l / look-01~0
        :ARG1 (m / matter-01~5
            :ARG1 (t3 / truth-value~6
                :polarity-of (t / think-01~10
                    :ARG0 (y / you~9)
                    :ARG1 (r / recommend-01~12
                        :ARG1 (b2 / build-01~13
                            :ARG0 (c2 / country~11
                                :name (n / name~11
                                    :op1 ""America""~11))
                            :ARG1 (w / wall~15
                                :location (b / border~18))))))
            :polarity -~4))
    :snt2 (t2 / think-01~22
        :ARG0 (p / person~21
            :ARG0-of (h / have-org-role-91~21
                :ARG2 (p2 / president~21)))
        :ARG0-of (c / cause-01~28
            :ARG1 (i / idea~33
                :ARG1-of (g / good-02~32)
                :domain b2))))
",fallacy of credibility,"The fallacy present in the text is an appeal to authority, specifically the fallacy of credibility.",fallacy of credibility,"The fallacy type present in the text is Ad Populum. This fallacy occurs when an argument is based on the popularity or majority opinion of a belief, rather than on evidence or reasoning. In",ad populum,1,0,0,-1
logic_train_0568,"Speaker 1: I really think we need to do something about the rising levels of poverty and homelessness in our country.
Speaker 2: Why are you worried about poverty? Look how many children we abort every day.","(m / multi-sentence~32
    :snt1 (s / say-01~2
        :ARG0 (p / person~0
            :ARG0-of (s4 / speak-01~0)
            :mod 1~1)
        :ARG1 (t2 / think-01~5
            :ARG0 (i / i~3)
            :ARG1 (n / need-01~7
                :ARG0 (w / we~6)
                :ARG1 (d2 / do-02~9
                    :ARG0 w
                    :ARG1 (s3 / something~10)
                    :ARG2 (l / level~14
                        :ARG1-of (r3 / rise-01~13)
                        :quant-of (a3 / and~17
                            :location (c3 / country~21
                                :poss w)
                            :op1 (p3 / poor~16)
                            :op2 (h / have-03~18
                                :ARG1 (h2 / home~18)
                                :polarity -~18)))))
            :ARG1-of (r2 / real-04~4)))
    :snt2 (s2 / say-01~25
        :ARG0 (p2 / person~23
            :ARG0-of (s5 / speak-01~23)
            :mod 2~24)
        :ARG1 (w3 / worry-02~29
            :ARG0 (y / you~28)
            :ARG1 (p4 / poor~31)
            :ARG1-of (c / cause-01~26
                :ARG0 (a2 / amr-unknown~26))))
    :snt3 (l2 / look-01~33
        :ARG0 (y2 / you~33)
        :ARG1 (n2 / number~34
            :quant-of (c2 / child~36
                :ARG1-of (a / abort-01~38
                    :ARG0 (w2 / we~37)
                    :frequency (r / rate-entity-91~40
                        :ARG2 (t / temporal-quantity~40
                            :quant 1~40
                            :unit (d / day~40))))))))
",fallacy of relevance,"The fallacy present in the text is a Fallacy of Relevance, specifically an example of a Red Herring. Speaker 2's response diverts the conversation away from the issue of poverty and",fallacy of relevance,"The fallacy type present in the text is the Fallacy of Relevance. Specifically, it can be classified as an Ad Hominem fallacy. Speaker 2 attempts to dismiss Speaker 1",fallacy of relevance,1,1,0,0
logic_train_0569,"Mother: It’s bedtime Jane Jane: Mom, how do ants feed their babies? Mother: Don’t know dear, close your eyes now. Jane: But mama, do ant babies cry when they’re hungry?","(m4 / multi-sentence~15
    :rel (p2 / person~5
        :name (n / name~27
            :op1 ""Jane""~4
            :op2 ""Jane""~5)
        :ARG0-of (s / say-01~1
            :ARG0 (p / person~0
                :ARG0-of (h / have-rel-role-91~0
                    :ARG2 (m3 / mother~0)))
            :ARG1 (f / feed-01~12
                :ARG2 (a5 / ant~11)
                :ARG2 (b / baby~14
                    :poss a5)
                :manner (a / amr-unknown~9)
                :polarity (a2 / amr-unknown~15))))
    :rel (b3 / bedtime~3)
    :snt1 s
    :snt2 (s2 / say-01~17
        :ARG0 (p3 / person~16
            :ARG0-of (h2 / have-rel-role-91~0
                :ARG1 p
                :ARG2 (m2 / mom~7)
                :ARG2 (m / mama~30)))
        :ARG1 (a4 / and~21
            :op1 (k / know-01~19
                :ARG0 (w / we~18)
                :polarity -~18)
            :op2 (c / close-01~22
                :ARG0 (d / dear~20
                    :part (e / eye~24))
                :ARG1 e
                :time (n3 / now~25))))
    :snt3 (s3 / say-01~28
        :ARG0 (p4 / person~27
            :name (n2 / name~30
                :op1 ""Jane""~27)
            :ARG0-of (h3 / have-rel-role-91~30
                :ARG1 p4
                :ARG2 m2))
        :ARG1 (c2 / contrast-01~29
            :ARG2 (c3 / cry-02~35
                :ARG0 (b2 / baby~34
                    :mod a5)
                :polarity (a3 / amr-unknown~39)
                :time (h4 / hunger-01~38
                    :ARG0 b2)))))
",fallacy of relevance,"The fallacy type present in the text is a Red Herring, which is a type of Fallacy of Relevance.",fallacy of relevance,"Based on the given text and its AMR, the fallacy type present in the text is not clear. The text does not contain any explicit logical fallacies. It is a simple conversation between a",,1,0,0,-1
logic_train_0570,"All Catholics are Christian.
All Christians are Jesus lovers.
Therefore, all Jesus lovers are Catholic.","(m / multi-sentence~4
    :snt1 (p2 / person~3
        :domain (p / person~1
            :mod (a / all~0)
            :mod (r / religious-group~1
                :name (n / name~1
                    :op1 ""Catholic""~1)))
        :mod (r2 / religious-group~3
            :name (n2 / name~3
                :op1 ""Christian""~3)
            :name (n5 / name~17
                :op1 ""Catholic""~17)))
    :snt2 (l / love-01~9
        :ARG0 (p3 / person~6
            :mod (a2 / all~5)
            :mod (r3 / religious-group~6
                :name (n3 / name~6
                    :op1 ""Christian""~6)))
        :ARG1 (p4 / person~8
            :name (n4 / name~8
                :op1 ""Jesus""~8)))
    :snt3 (c / cause-01~11
        :ARG1 (p5 / person~17
            :domain (l2 / love-01~15
                :ARG0 p3
                :ARG1 p4
                :mod (a3 / all~13))
            :mod r2)))
",fallacy of logic,The fallacy present in the text is the Fallacy of Extension.,fallacy of extension,The fallacy type present in the text is the Fallacy of Extension.,fallacy of extension,0,0,1,0
logic_train_0571,"""You can't believe that theory. No one would believe that. It's too unbelievable.""","(m / multi-sentence~7
    :snt1 (p / possible-01~2
        :ARG1 (b / believe-01~4
            :ARG0 (y / you~1)
            :ARG1 (t3 / theory~6
                :mod (t / that~5)))
        :polarity -~3)
    :snt2 (b2 / believe-01~11
        :ARG0 (n / no-one~8)
        :ARG1 (t2 / that~12))
    :snt3 (h / have-degree-91~16
        :ARG1 (i / it~14)
        :ARG2 (p2 / possible-01~17
            :ARG1 (b3 / believe-01~17
                :ARG1 i)
            :polarity -~17)
        :ARG3 (t4 / too~16)))
",fallacy of relevance,"The fallacy present in the text is ""Ad Populum."" This fallacy occurs when someone argues that a claim must be true because a large number of people believe it or because it is popular.",ad populum,"The fallacy type present in the text is ""Ad Populum."" This fallacy occurs when someone argues that a claim must be true because a large number of people believe it to be true. In",ad populum,0,0,1,0
logic_train_0572,"""The critical mission was horribly executed."" is an example of ...","(e2 / exemplify-01~11
    :ARG0 (e / execute-02~6
        :ARG1 (m / mission-01~3
            :ARG1-of (c / critical-02~2))
        :manner (h / horrible~5)))
",appeal to emotion,The fallacy present in the text is the Fallacy of Credibility.,fallacy of credibility,"Based on the given text and its AMR, the fallacy type present in the text is the Fallacy of Credibility. This fallacy occurs when the credibility or reliability of a source is",fallacy of credibility,0,0,1,0
logic_train_0573,"All Paul Newman movies are great.
All great movies are Oscar winners.
Therefore, all Oscar winners are Paul Newman movies.","(m4 / multi-sentence~6
    :snt1 (g / great~5
        :domain (m / movie~3
            :mod (p / person~1
                :name (n / name~1
                    :op1 ""Paul""~1
                    :op2 ""Newman""~2))
            :mod (a / all~0)))
    :snt2 (p2 / person~12
        :ARG0-of (w / win-01~12
            :ARG1 (a4 / award~17
                :name (n2 / name~11
                    :op1 ""Oscar""~11)))
        :domain (m2 / movie~9
            :mod (g2 / great~8)
            :mod (a2 / all~7)))
    :snt3 (c / cause-01~14
        :ARG1 (m3 / movie~22
            :ARG0-of (w2 / win-01~18
                :ARG1 a4)
            :domain p
            :mod (a3 / all~16))))
",fallacy of logic,The fallacy present in the text is the Fallacy of Extension.,fallacy of extension,"The fallacy type present in the text is the Fallacy of Extension. This fallacy occurs when a generalization is made based on insufficient or biased evidence. In this case, the argument assumes that",fallacy of extension,0,0,1,0
logic_train_0574,"“The police should stop environmental demonstrators from inconveniencing the general public. We pay our taxes.”
“Surely global meltdown is infinitely worse than a little inconvenience?”","(m3 / multi-sentence~12
    :snt1 (r / recommend-01~3
        :ARG1 (s / stop-01~4
            :ARG0 (p3 / police~2)
            :ARG1 (p2 / person~6
                :ARG0-of (d / demonstrate-01~6)
                :mod (e / environment~5))
            :ARG2 (a2 / annoy-01~8
                :ARG0 p2
                :ARG1 (p4 / public~11
                    :ARG1-of (g / general-02~10)))))
    :snt2 (p / pay-01~14
        :ARG0 (w / we~13)
        :ARG1 (t / tax-01~16
            :ARG2 w))
    :snt3 (s2 / sure-02~20
        :ARG1 (h / have-degree-91~25
            :ARG1 (m / meltdown~22
                :mod (g2 / globe~21))
            :ARG2 (b / bad-07~25
                :ARG1 m)
            :ARG3 (m2 / more~25
                :quant (i2 / infinite~24))
            :ARG4 (i / inconvenience~29
                :mod (l / little~28)))
        :polarity (a / amr-unknown~30)))
",fallacy of relevance,The fallacy present in the text is an Appeal to Emotion.,appeal to emotion,The fallacy type present in the text is an Appeal to Emotion.,appeal to emotion,0,0,1,0
logic_train_0575,"“President Kumail raised taxes, and then the rate of violent crime went up. Kumail is responsible for the rise in crime.”","(m / multi-sentence~15
    :snt1 (a / and~6
        :op1 (r / raise-01~3
            :ARG0 (p / person~1
                :name (n / name~2
                    :op1 ""Kumail""~2)
                :ARG0-of (h / have-org-role-91~1
                    :ARG2 (p2 / president~1)))
            :ARG1 (t / tax-01~4))
        :op2 (i / increase-01~14
            :ARG0 p
            :ARG1 (r2 / rate~9
                :mod (c / crime-02~12
                    :mod (v / violence~11)))
            :time (t2 / then~7)))
    :snt2 (r3 / responsible-01~18
        :ARG0 p
        :ARG1 (r4 / rise-01~21
            :ARG1 (c2 / crime-02~23))))
",false causality,The fallacy present in the text is False Causality.,false causality,The fallacy type present in the text is False Causality.,false causality,1,1,0,0
logic_train_0576,"My friend said her Math class was hard, and the one I’m in is hard, too. All Math classes must be hard!","(m3 / multi-sentence~18
    :snt1 (s / say-01~2
        :ARG0 (p / person~1
            :ARG0-of (h4 / have-rel-role-91~1
                :ARG1 (i / i~0)
                :ARG2 (f / friend~1)))
        :ARG1 (a2 / and~9
            :op1 (h / hard-02~7
                :ARG1 (c / class~5
                    :poss p
                    :topic (m / mathematics~4)))
            :op2 (h2 / hard-02~15
                :ARG1 (c2 / class~5
                    :ARG1-of (b / be-located-at-91~13
                        :ARG2 i))
                :mod (t / too~17))))
    :snt2 (i2 / infer-01~22
        :ARG1 (h3 / hard-02~24
            :ARG1 (c3 / class~21
                :mod (a / all~19)
                :topic (m2 / mathematics~20)))))
",faulty generalization,The fallacy present in the text is Faulty Generalization.,faulty generalization,The fallacy type present in the text is Faulty Generalization. This is because the speaker concludes that all Math classes must be hard based on the experiences of only two Math classes (their friend's,faulty generalization,1,1,0,0
logic_train_0577,Studies show that it takes up to seven years for the human body to digest a piece of gum.,"(s / show-01~1
    :ARG0 (t3 / thing~0
        :ARG1-of (s2 / study-01~0))
    :ARG1 (t / take-10~4
        :ARG0 (d / digest-01~14
            :ARG0 (b / body~12
                :mod (h / human~11))
            :ARG1 (p / piece~16
                :consist-of (g / gum~18)))
        :ARG1 (u / up-to~5
            :op1 (t2 / temporal-quantity~8
                :quant 7~7
                :unit (y / year~8)))))
",fallacy of credibility,The fallacy type present in the text is Faulty Generalization.,faulty generalization,The fallacy type present in the text is Faulty Generalization. This is because the text makes a general claim that it takes up to seven years for the human body to digest a piece of gum,faulty generalization,0,0,1,0
logic_train_0578,"Parent: I really don’t want you to smoke pot. It’s still illegal, and could get you into trouble.
Child: Didn’t you smoke pot when you were my age? You must not think it’s a big deal.","(m / multi-sentence~33
    :snt1 (s / say-01~1
        :ARG0 (p2 / person~0
            :ARG0-of (h / have-rel-role-91~0
                :ARG2 (p / parent~0)))
        :ARG1 (w / want-01~5
            :ARG0 (i / i~2)
            :ARG1 (s3 / smoke-02~8
                :ARG0 (y / you~6)
                :ARG1 (p4 / pot~9))
            :degree (r / really~3)
            :polarity -~4))
    :snt2 (a3 / and~15
        :op1 (l / legal-02~13
            :polarity -~12
            :time (s5 / still~12))
        :op2 (p3 / possible-01~16
            :ARG1 (i2 / in-trouble-02~20
                :ARG1 (y2 / you~18))))
    :snt3 (s2 / say-01~23
        :ARG0 (c / child~22
            :age (t / temporal-quantity~32))
        :ARG1 (s4 / smoke-02~26
            :ARG0 (y3 / you~25)
            :ARG1 (p5 / pot~27)
            :polarity (a2 / amr-unknown~33)
            :polarity -~36
            :time (a / age-01~30
                :ARG1 c
                :ARG2 t)))
    :snt4 (i3 / infer-01~35
        :ARG1 (t2 / think-01~37
            :ARG0 (y4 / you~34)
            :ARG1 (d / deal-03~41
                :ARG1 y4
                :mod (b / big~40))
            :polarity -~36)))
",ad hominem,"The fallacy present in the text is the Tu Quoque fallacy, also known as the ""appeal to hypocrisy."" This fallacy occurs when someone dismisses another person's argument or criticism by",,The fallacy type present in the text is the Fallacy of Relevance.,fallacy of relevance,0,0,1,0
logic_train_0579,Two words: New Coke.,"(c / company~4
    :name (n / name~3
        :op1 ""New""~3
        :op2 ""Coke""~4)
    :ARG1-of (w / word-01~1
        :quant 2~0))
",fallacy of credibility,The fallacy type present in the text is the Fallacy of Relevance.,fallacy of relevance,"Based on the given text and its AMR, it is not possible to determine the presence of any specific logical fallacy. The text simply mentions ""Two words: New Coke,"" which does not contain",,0,0,1,0
logic_train_0580,"You must obey the law, because it's illegal to break the law.","(o2 / obligate-01~1
    :ARG1 (y / you~0)
    :ARG1-of (c / cause-01~6
        :ARG0 (l2 / legal-02~9
            :ARG1 (b / break-18~11
                :ARG1 (l / law~13))
            :polarity -~8))
    :ARG2 (o / obey-01~2
        :ARG0 y
        :ARG1 l))
",circular reasoning,The fallacy present in the text is a Circular Claim.,circular reasoning,"The fallacy type present in the text is the Circular Claim fallacy. This is because the argument is circular, as it uses the premise ""You must obey the law"" to support the conclusion """,circular reasoning,1,1,0,0
logic_train_0581,"""Four legs good, two legs bad""","(a / and~4
    :op1 (g / good-02~3
        :ARG1 (l / leg~2
            :quant 4~1))
    :op2 (b / bad-07~7
        :ARG1 (l2 / leg~6
            :quant 2~5)))
",ad populum,"The fallacy present in the text ""Four legs good, two legs bad"" is a Faulty Generalization. This statement oversimplifies and generalizes the qualities of animals based solely on the number",faulty generalization,"Based on the given text and its AMR, the fallacy type present in the text is a Faulty Generalization. The statement ""Four legs good, two legs bad"" makes a generalization",faulty generalization,0,0,1,0
logic_train_0582,"Gus is Christian or Gus is politically liberal.
Gus is a Christian.
Therefore, Gus is not politically liberal.","(m / multi-sentence~13
    :snt1 (o / or~3
        :op1 (r / religious-group~2
            :name (n2 / name~2
                :op1 ""Christian""~2)
            :domain (p / person~0
                :name (n / name~0
                    :op1 ""Gus""~0)))
        :op2 (l / liberal-02~7
            :ARG1 p))
    :snt2 (c / cause-01~14
        :ARG0 r
        :ARG1 (l2 / liberal-02~20
            :ARG1 (p2 / person~16
                :name (n3 / name~16
                    :op1 ""Gus""~16))
            :ARG2 (p3 / politics~19)
            :polarity -~18)))
",fallacy of logic,The fallacy present in the text is the False Dilemma fallacy.,false dilemma,"The fallacy type present in the text is the False Dilemma fallacy. This fallacy occurs when only two options are presented as the only possibilities, when in reality there could be other options",false dilemma,0,0,1,0
logic_train_0583,If we get rid of assault weapons for citizens then we will also soon lose freedom of speech and all freedoms as other countries rush in to conquer us (if the zombies don’t exterminate us first!),"(l / lose-02~14
    :ARG0 (w / we~1)
    :ARG1 (a3 / and~18
        :op1 (f / free-04~15
            :ARG3 (s2 / speak-01~17))
        :op2 (f2 / free-04~20
            :mod (a / all~19)))
    :condition (r / rid-01~3
        :ARG0 w
        :ARG1 (w2 / weapon~6
            :instrument-of (a4 / assault-01~5
                :beneficiary (c / citizen~8))))
    :condition (e / exterminate-01~34
        :ARG0 (z / zombie~32)
        :ARG1 w
        :ord (o / ordinal-entity~36
            :value 1~36)
        :polarity -~33)
    :mod (a2 / also~12)
    :time (s / soon~13)
    :time (r2 / rush-01~24
        :ARG1 (c3 / country~23
            :mod (o2 / other~22))
        :ARG2 (c2 / conquer-01~27
            :ARG0 c3
            :ARG1 w)))
",faulty generalization,The fallacy present in the text is an example of False Dilemma.,false dilemma,"The fallacy type present in the text is an example of the False Dilemma fallacy. This fallacy occurs when only two options are presented as the only possibilities, when in reality there are more options available. In this case, the text presents the false dilemma that if assault weapons are banned, then the freedom of speech and all other freedoms will also be lost. It suggests that the only two options are to either keep assault weapons and maintain all freedoms or get rid of assault weapons and lose all freedoms. However, this is a false dichotomy as there are other possibilities and options available that are not considered in the argument.",false dilemma,0,0,1,0
logic_train_0584,"Supreme Court Justice Byron White was an All-American football player while in college, so how can you say that athletes are dumb?","(p2 / person~11
    :ARG0-of (p3 / play-01~11
        :ARG1 (f / football~10)
        :time (c2 / college~14
            :domain (p / person~3
                :name (n2 / name~3
                    :op1 ""Byron""~3
                    :op2 ""White""~4)
                :ARG0-of (h / have-org-role-91~2
                    :ARG1 (g / government-organization~1
                        :name (n / name~1
                            :op1 ""Supreme""~0
                            :op2 ""Court""~1))))))
    :ARG0-of (c / cause-01~16
        :ARG1 (p4 / possible-01~18
            :ARG1 (s / say-01~20
                :ARG0 (y / you~19)
                :ARG1 (d / dumb~24
                    :domain (a2 / athlete~22)))
            :manner (a / amr-unknown~17)))
    :domain p
    :rel (j / justice~2
        :ARG2-of h)
    :rel (n3 / name~7
        :op1 ""All""~7
        :op2 ""American""~9))
",faulty generalization,"The fallacy present in the text is an example of the fallacy of Relevance, specifically the fallacy of Appeal to Authority.",fallacy of relevance,The fallacy type present in the text is an example of the Ad Hominem fallacy. This fallacy occurs when someone attacks the person making an argument rather than addressing the argument itself. In,ad hominem,0,0,1,0
logic_train_0585,"Jen: Don’t you realize that all this drinking you are doing is making your family miserable?
Bridget: Yes, I do.
Jen: Then what are you doing about it?
Bridget: Drinking to forget.
","(m4 / multi-sentence~24
    :rel (s2 / say-01~19
        :ARG0 (p2 / person~18
            :name (n2 / name~18
                :op1 ""Bridget""~18)))
    :snt1 (s / say-01~1
        :ARG0 (p / person~0
            :name (n / name~0
                :op1 ""Jen""~0))
        :ARG1 (r / realize-01~4
            :ARG0 (y / you~3)
            :ARG1 (m / make-02~13
                :ARG0 (d2 / drink-01~8
                    :ARG0 y
                    :mod (t / this~7)
                    :mod (a / all~6))
                :ARG1 (m3 / miserable~16
                    :domain (f / family~15
                        :ARG1-of (h / have-rel-role-91~15
                            :ARG0 y
                            :ARG2 (m2 / member~15)))))
            :polarity (a2 / amr-unknown~2)))
    :snt2 (s3 / say-01~19
        :ARG0 p2
        :ARG0 (i / i~22)
        :ARG1 (p3 / person~25
            :name (n3 / name~25
                :op1 ""Jen""~25)))
    :snt3 (i2 / infer-01~27
        :ARG1 (d / do-02~31
            :ARG0 (y2 / you~30
                :ARG1 (d3 / drink-01~37
                    :purpose (f2 / forget-01~39
                        :ARG0 y2)))
            :ARG1 (a3 / amr-unknown~28)
            :ARG2 (i3 / it~33))
        :ARG2 p2))
",false causality,The fallacy type present in the text is the Fallacy of Relevance.,fallacy of relevance,The fallacy type present in the text is the Fallacy of Relevance.,fallacy of relevance,0,0,1,0
logic_train_0586,Aliens must exist because most people believe in them.,"(c / cause-01~3
    :ARG0 (b / believe-01~6
        :ARG0 (p / person~5
            :quant (m / most~4))
        :ARG1 (a / alien-01~0))
    :ARG1 (o / obligate-01~1
        :ARG1 (e / exist-01~2
            :ARG1 a)))
",ad populum,The fallacy type present in the text is Ad Populum.,ad populum,The fallacy type present in the text is Ad Populum.,ad populum,1,1,0,0
logic_train_0587,"Of course the Senator from Maine opposes a reduction in naval spending. After all, Bath Ironworks, which produces warships, is in Maine.","(m / multi-sentence~12
    :snt1 (o2 / oppose-01~6
        :ARG0 (p / person~3
            :ARG0-of (h / have-org-role-91~3
                :ARG2 (s / senator~3))
            :source (s3 / state~5
                :name (n / name~5
                    :op1 ""Maine""~5)))
        :ARG1 (r / reduce-01~8
            :ARG1 (s2 / spend-01~11
                :ARG4 (n3 / navy~10)))
        :mod (o / of-course~1))
    :snt2 (b / be-located-at-91~24
        :ARG1 (c / company~17
            :name (n2 / name~16
                :op1 ""Bath""~16
                :op2 ""Ironworks""~17)
            :ARG0-of (p2 / produce-01~20
                :ARG1 (w / warship~21)))
        :ARG2 s3
        :mod (a / after-all~13)))
",ad hominem,The fallacy present in the text is the Fallacy of Credibility.,fallacy of credibility,"The fallacy type present in the text is the Fallacy of Relevance. Specifically, it is an example of the fallacy known as ""circumstantial ad hominem."" This fallacy occurs",fallacy of relevance,0,0,1,0
logic_train_0588,"""If you don't get an A in Mr. K's class you will fail high school, never graduate, and end up fighting people for nickels under freeway as a career""","(h / have-condition-91~1
    :ARG1 (a / and~22
        :op1 (f / fail-01~15
            :ARG1 (y / you~13)
            :ARG2 (h2 / high-school~17))
        :op2 (g2 / graduate-01~20
            :ARG1 y
            :polarity -~19
            :time (e2 / ever~19))
        :op3 (e / end-up-03~23
            :ARG1 y
            :ARG2 (f2 / fight-01~25
                :ARG0 y
                :ARG1 (p3 / person~26)
                :ARG2 (p / penny~28)
                :location (u / under~29
                    :op1 (f3 / freeway~30))
                :prep-as (c / career~33))))
    :ARG2 (g / get-01~5
        :ARG0 (c2 / class~12
            :poss (p2 / person~9
                :name (n / name~9
                    :op1 ""Mr.""~9
                    :op2 ""K""~10)))
        :ARG0 y
        :ARG1 (s / score-on-scale-91~7
            :ARG1 A~7)
        :polarity -~4))
",faulty generalization,The fallacy present in the text is an Appeal to Emotion.,appeal to emotion,The fallacy type present in the text is Appeal to Emotion.,appeal to emotion,0,0,1,0
